12964;Every Night at Eight;1935;2398;NULL;NULL
12965;Everybodys Fine;2009;19984;21000000;15986449
12966;Everybodys Woman;1936;13985;NULL;NULL
12967;Tutti a casa;1962;11694;NULL;NULL
12968;Everyones Hero;2006;19992;NULL;NULL
12969;Everything Happens at Night;1939;18711;NULL;NULL
12970;Evil;2003;339;20000000;NULL
12971;Evil Dead II;1987;3135;3600000;NULL
12972;Evil Toons;1992;20031;NULL;NULL
12973;Evil Under the Sun;1982;6399;NULL;NULL
12974;Evita;1996;6658;55000000;141047179
12975;Evolution;2001;17048;80000000;98376292
12976;Ewoks: The Battle for Endor;1985;20046;NULL;NULL
12977;Excalibur;1981;10096;11000000;34967437
12978;Excess Baggage;1997;17594;20000000;14515490
12979;Excessive Force;1993;20052;NULL;NULL
12980;Excuse My Dust;1920;1825;NULL;NULL
12981;Executive Action;1973;7972;NULL;NULL
12982;Executive Decision;1996;20060;60000000;121969216
12983;Executive Suite;1954;8021;NULL;NULL
12984;Exit Through the Gift Shop;2010;20065;NULL;4790751
12985;Exit To Eden;1994;9323;27000000;6841570
12986;Exit Wounds;2001;16054;50000000;NULL
12987;Exorcist: The Beginning;2004;289;80000000;78000586
12988;Exorcist II: The Heretic;1977;10096;14000000;NULL
12989;Expelled: No Intelligence Allowed;2008;20088;3500000;7700000
12990;Expensive Women;1931;20089;NULL;NULL
12991;Experience;1921;7700;NULL;NULL
12992;Experiment in Terror;1962;177;NULL;NULL
12993;Explorers;1985;5897;NULL;9873044
12994;Explosion of a Motor Car;1900;20101;NULL;NULL
12995;Expresso Bongo;1959;20103;NULL;NULL
12996;Exterminator 2;1984;20108;NULL;3739406
12997;Extract;2009;20111;8000000;10848783
12998;Extraordinary Measures;2010;20116;31000000;15134168
12999;Extreme Measures;1996;4645;38000000;NULL
13000;Extreme Ops;2002;20140;NULL;NULL
13001;Extremely Loud and Incredibly Close;2011;10351;NULL;NULL
13002;Extremities;1986;18465;NULL;NULL
13003;Eye for an Eye;1996;2283;20000000;NULL
13004;Eye of the Beholder;2000;19288;35000000;17589705
13005;Eye of the Needle;1981;10439;NULL;NULL
13006;Eye of the Tiger;1986;12400;NULL;NULL
13007;Eyes of Laura Mars;1978;20166;7000000;20000000
13008;Eyes Wide Open;2009;20170;NULL;NULL
13009;Eyes Wide Shut;1999;565;65000000;162091208
13010;Eyes Without a Face;1962;20176;NULL;NULL
13011;Eyewitness;1981;6391;NULL;NULL
13012;F for Fake;1975;2522;NULL;NULL
13013;Faat KinÃ©;2000;10565;NULL;NULL
13014;Face;1997;20204;NULL;NULL
13015;Face;2000;20209;NULL;NULL
13016;Face of a Fugitive;1959;13083;NULL;NULL
13017;Face of the Screaming Werewolf;1964;20216;NULL;NULL
13018;Face to Face;1976;3100;NULL;NULL
13019;Faces;1968;1531;275000;NULL
13020;Facing the Giants;2010;16013;100000;10178335
13021;Fahrenheit 451;1966;15128;NULL;NULL
13022;Fail-Safe;1964;261;NULL;NULL
13023;Failan;2001;20235;NULL;NULL
13024;Failure to Launch;2006;20249;50000000;NULL
13025;Fair Game;1995;20253;NULL;11534477
13026;Fair Lady;1922;20256;NULL;NULL
13027;Fairyland: A Kingdom of Fairies;1903;7585;NULL;NULL
13028;FairyTale: A True Story;1997;20260;NULL;NULL
13029;Fakin Da Funk;2000;20264;NULL;NULL
13030;Fallen;1998;20272;NULL;NULL
13031;Fallen Angel;1945;20274;NULL;NULL
13032;Falling Down;1993;1320;25000000;40903593
13033;Falling in Love;1984;20276;NULL;NULL
13034;Fame;1980;6658;NULL;NULL
13035;Fame;2009;20290;18000000;77184633
13036;Fame is the Spur;1947;12233;NULL;NULL
13037;Family Diary;1963;20326;NULL;NULL
13038;Family Life;1971;3610;NULL;NULL
13039;Family Plot;1976;10739;NULL;13200000
13040;Family Viewing;1987;14631;NULL;NULL
13041;Fanboys;2009;20364;8000000;960828
13042;Fancy Baggage;1929;20367;NULL;NULL
13043;Fancy Pants;1950;4341;NULL;NULL
13044;Fandango;1985;20383;4000000;91666
13045;Fanfan la Tulipe;1952;20388;NULL;NULL
13046;Fanny;1961;12571;NULL;NULL
13047;Fanny and Alexander;1983;3100;NULL;6783304
13048;Fantasia;1940;NULL;2280000;76408097
13049;Fantasia 2000;2000;NULL;80000000;90874570
13050;Fantasmagorie;1908;20432;NULL;NULL
13051;Fantastic Four: Rise of the Silver Surfer;2007;8940;130000000;289047763
13052;Fantastic Four;2005;8940;100000000;330579719
13053;Fantastic Mr. Fox;2009;11520;40000000;46471023
13054;La PlanÃ¨te Sauvage;1973;20443;NULL;NULL
13055;Fantastic Voyage;1966;184;5115000;5500000
13056;Far and Away;1992;1396;60000000;137783840
13057;Far From Heaven;2002;20450;13500000;29027914
13058;Faraway So Close!;1994;5198;NULL;NULL
13059;Farewell My Lovely;1975;20463;NULL;NULL
13060;Farewell My Concubine;1993;20467;NULL;NULL
13061;Fargo;1996;3091;7000000;60611975
13062;Fashions of 1934;1934;16909;NULL;NULL
13063;Fast-Walking;1982;11287;NULL;NULL
13064;Fast & Furious;2009;6914;85000000;363164265
13065;Fast and Loose;1930;3064;NULL;NULL
13066;Fast Five;2011;6914;125000000;626100000
13067;Fast Times at Ridgemont High;1982;15194;NULL;NULL
13068;Fast Workers;1933;18847;NULL;NULL
13069;Faster Pussycat! Kill! Kill!;1965;10140;NULL;NULL
13070;Faster;2003;20498;NULL;NULL
13071;Faster;2010;20502;24000000;35542923
13072;Fat Albert;2004;20507;NULL;48551322
13073;Fat City;1972;4094;NULL;NULL
13074;Ã€ ma soeur!;2001;20527;NULL;NULL
13075;Fat Man and Little Boy;1989;20531;NULL;3563162
13076;Fatal Attraction;1987;1330;14000000;320145693
13077;Fatal Beauty;1987;14482;NULL;12046526
13078;Fatal Instinct;1993;2145;NULL;7852653
13079;Fate Is the Hunter;1964;14316;2600000;2200000
13080;Fathers Little Dividend;1951;6264;NULL;NULL
13081;Father Brown;1954;20550;NULL;NULL
13082;Father Came Too!;1963;10453;NULL;NULL
13083;Father Goose;1964;14316;NULL;NULL
13084;Father of the Bride;1991;5021;NULL;89325780
13085;Father of the Bride Part II;1995;5021;NULL;76594107
13086;Father Sergius;1917;4427;NULL;NULL
13087;Father was a Fullback;1949;8483;NULL;NULL
13088;Fathers Day;1997;17048;NULL;NULL
13089;Fathom;1967;9149;2225000;1000000
13090;Fatso;1980;1227;NULL;NULL
13091;Mabel and Fattys Simple Life;1915;11811;NULL;NULL
13092;Faust;1926;14833;2000000;NULL
13093;Faust;1960;20593;NULL;NULL
13094;La Paura;1955;19903;NULL;NULL
13095;Fear;1996;4524;6500000;20831000
13096;Fear and Loathing in Las Vegas;1998;273;18500000;10680275
13097;Stupeur et tremblements;2003;20622;NULL;NULL
13098;Fear City;1985;8635;NULL;NULL
13099;Fear Strikes Out;1957;14948;NULL;NULL
13100;FeardotCom;2002;16156;NULL;18902015
13101;Fearless;1993;17227;NULL;6995302
13102;Fearless;2006;11854;NULL;NULL
13103;Feast of Love;2007;8594;NULL;5741608
13104;Federal Agents vs. Underworld Inc.;1949;18551;NULL;NULL
13105;Federal Operator 99;1945;20658;NULL;NULL
13106;Fedora;1978;2020;6727000;NULL
13107;Feel My Pulse;1928;20670;NULL;NULL
13108;Feel the Noise;2007;20673;NULL;6451106
13109;Feeling Minnesota;1996;20681;NULL;NULL
13110;Feet First;1930;20683;NULL;NULL
13111;Felicias Journey;1999;14631;NULL;NULL
13112;Female Trouble;1974;9414;25000;NULL
13113;Ferdinand the Bull;1938;20703;NULL;NULL
13114;FernGully 2: The Magical Rescue;1998;NULL;NULL;NULL
13115;Ferris Buellers Day Off;1986;16469;5800000;70136369
13116;Ferry Cross the Mersey;1965;20709;NULL;NULL
13117;Festival;1967;20710;NULL;NULL
13118;Festival Express;2004;20712;NULL;NULL
13119;Festival in Cannes;2001;3060;NULL;NULL
13120;Fever Pitch;1985;3;NULL;NULL
13121;Fever Pitch;2005;20722;30000000;NULL
13122;Fiddler on the Roof;1971;3179;9000000;10404330
13123;Fight Club;1999;5265;63000000;100900000
13124;Fighter Squadron;1948;2398;NULL;NULL
13125;Fighting;2009;20756;NULL;32474120
13126;Fighting Elegy;1966;11624;NULL;NULL
13127;Fighting with Kit Carson;1933;12546;NULL;NULL
13128;Fillmore;1972;20768;NULL;NULL
13129;Final Analysis;1992;19732;43000000;NULL
13130;Final Approach;1991;20774;NULL;NULL
13131;Final Destination;2000;18891;23000000;112880294
13132;Final Destination 5;2011;20787;40000000;157887643
13133;Final Fantasy: The Spirits Within;2001;20795;NULL;NULL
13134;Finders Fee;2003;20800;NULL;NULL
13135;Finding Bliss;2010;20802;1800000;NULL
13136;Finding Forrester;2000;19046;NULL;80701064
13137;Finding Nemo;2003;20809;94000000;867893978
13138;Finding Neverland;2004;20819;25000000;118676606
13139;Fine Dead Girls;2002;20826;NULL;NULL
13140;Finger Prints;1931;4416;NULL;NULL
13141;Fingers;1978;10479;NULL;NULL
13142;Finians Rainbow;1968;9878;3500000;NULL
13143;Finis TerrÃ¦;2011;20840;NULL;NULL
13144;Fiorile;1993;20842;NULL;NULL
13145;Fire!;1901;20856;NULL;NULL
13146;Fire;1996;19221;NULL;NULL
13147;Fire Birds;1990;12612;NULL;14760451
13148;Fire Down Below;1957;14854;NULL;NULL
13149;Fire Down Below;1997;20880;49000000;16228448
13150;Fire Festival;1985;20888;NULL;NULL
13151;Fire in the Sky ;1993;5478;NULL;NULL
13152;Fire Over England;1937;20902;NULL;NULL
13153;Fire with Fire;1986;19946;NULL;4636000
13154;Firecreek;1968;20909;NULL;NULL
13155;Firefox;1982;1987;18000000;70687344
13156;Firehouse Dog;2007;20917;NULL;NULL
13157;Firepower;1979;1555;NULL;NULL
13158;Fireproof;2009;16013;500000;33473297
13159;Fires on the Plain;1959;5701;NULL;NULL
13160;Firestarter;1984;11210;13000000;NULL
13161;Firestorm;1998;20936;19000000;NULL
13162;Firewalker;1986;219;NULL;NULL
13163;Firewall;2006;9744;50000000;82751189
13164;Fireworks;1947;20941;NULL;NULL
13165;First Action Hero;1994;20942;NULL;NULL
13166;First Blood;1982;20946;NULL;125212904
13167;First Daughter;2004;7673;20000000;10400000
13168;First Family;1980;20951;NULL;15198912
13169;First Kid;1996;20954;5000000;26491793
13170;First Knight;1995;4795;55000000;127600435
13171;First Love;1939;15584;NULL;NULL
13172;First Prize for the Cello;1907;20968;NULL;NULL
13173;First Sunday;2008;20970;NULL;NULL
13174;First Time Felon;1997;39;NULL;NULL
13175;Firstborn;1984;4645;NULL;6200000
13176;Fish and Elephant;2001;20980;NULL;NULL
13177;Fish Tank;2009;20983;3000000;NULL
13178;Fist of Fury;1972;20989;NULL;4431423
13179;Fitzcarraldo;1982;4695;NULL;NULL
13180;Fitzwilly;1967;2059;NULL;NULL
13181;Five Came Back;1939;8462;NULL;721000
13182;Five Corners;1987;21010;NULL;NULL
13183;Five Easy Pieces;1970;10695;1600000;18099091
13184;Five Graves to Cairo;1943;2020;NULL;NULL
13185;Five Minutes of Heaven;2009;21024;NULL;NULL
13186;Five on the Black Hand Side;1973;21026;NULL;NULL
13187;Five Star Final;1931;7121;NULL;NULL
13188;Flags of Our Fathers;2006;1987;55000000;65900249
13189;Flame and the Flesh;1954;3;NULL;NULL
13190;Flame of Barbary Coast;1945;4023;NULL;NULL
13191;Flames and Fortune;1911;2;NULL;NULL
13192;Flaming Frontiers;1966;4416;NULL;NULL
13193;Flaming Star;1961;8379;1700000;NULL
13194;Flamingo Road;1949;559;NULL;NULL
13195;Flash Gordons Trip to Mars;1938;4034;NULL;NULL
13196;Flash Gordon;1980;2931;35000000;27107960
13197;Flash Gordon;1936;4416;350000;NULL
13198;Flash Gordon Conquers the Universe;1940;4416;NULL;NULL
13199;Flash of Genius;2008;21062;NULL;NULL
13200;Flashback;1990;21065;NULL;NULL
13201;Flashdance;1983;1330;NULL;NULL
13202;Flashpoint;1984;16829;NULL;NULL
13203;Flatliners;1990;1320;NULL;141181969
13204;Flawless;1999;1320;15000000;4485485
13205;Fled;1996;3744;NULL;NULL
13206;Flesh + Blood;1985;9096;NULL;NULL
13207;Flesh and Bone;1993;21086;NULL;NULL
13208;Flesh and Fantasy;1943;6882;NULL;NULL
13209;Flesh and the Devil;9695;2035;NULL;NULL
13210;Flesh and the Spur;1957;21090;NULL;NULL
13211;Flesh Will Surrender;1947;6834;NULL;NULL
13212;Fletch;1985;6232;NULL;NULL
13213;Fletch Lives;1989;6232;NULL;NULL
13214;Flicka;2006;21109;NULL;NULL
13215;Flight of the Intruder;1991;10284;NULL;NULL
13216;Flight of the Navigator;2010;10272;NULL;18564613
13217;Flight of the Phoenix;2004;9659;45000000;34586268
13218;Flightplan;2005;21134;50;223387299
13219;Flipped;2010;4930;14000000;1755212
13220;Flipper;1963;21154;NULL;NULL
13221;Flipper;1996;21157;25000000;NULL
13222;Flirting;1992;21160;NULL;NULL
13223;Flirting with Disaster;1996;21161;7000000;14702438
13224;Floating Clouds;1980;21165;NULL;NULL
13225;Floating Life;1996;21169;NULL;NULL
13226;Flor silvestre;1943;12003;NULL;NULL
13227;Flower Drum Song;1961;15584;NULL;NULL
13228;Flubber;1997;6053;80000000;177977226
13229;Fluke;1995;21193;15000000;NULL
13230;Flushed Away;2006;7803;149000000;NULL
13231;Fly Away Home;1996;21196;NULL;25143818
13232;Fly Me to the Moon;2008;21198;25000000;32553554
13233;Flyboys;2006;15553;60000000;17834865
13234;Flyin Ryan;2003;21215;NULL;NULL
13235;Flying Disc Man from Mars;1950;18551;NULL;NULL
13236;Flying Down to Rio;1933;4015;NULL;NULL
13237;Flying G-Men;1939;13647;NULL;NULL
13238;Flying Leathernecks;1951;1119;NULL;NULL
13239;Flying Wild;1941;21241;NULL;NULL
13240;Flywheel;2003;16013;NULL;NULL
13241;FM;1978;21254;NULL;NULL
13242;Fog Over Frisco;1934;16909;NULL;NULL
13243;Follow a Star;1961;21257;NULL;NULL
13244;Follow Me Boys!;1966;13034;NULL;NULL
13245;Follow the Fleet;1936;13300;NULL;NULL
13246;Follow the Sun;1951;21288;NULL;NULL
13247;Folly to Be Wise;1953;11149;NULL;NULL
13248;Food Inc.;2009;21299;NULL;4606199
13249;Fools Gold;2008;6850;70000000;111231041
13250;Fools Luck;1926;11811;NULL;NULL
13251;Fools Paradise;1921;4236;NULL;NULL
13252;Fool for Love;1985;11820;NULL;NULL
13253;Foolish Wives;1922;5791;NULL;NULL
13254;Foolproof;2003;21320;NULL;NULL
13255;Fools Parade;1971;21333;NULL;NULL
13256;Fools for Scandal;1938;7121;NULL;NULL
13257;Fools of Fate;1909;1901;NULL;NULL
13258;Fools Rush In;1997;6850;20000000;29481428
13259;Footlight Parade;1933;1004;NULL;NULL
13260;Footlight Serenade;1942;4257;NULL;NULL
13261;Footlights and Fools;1929;18111;NULL;NULL
13262;Footloose (1984);1984;11591;8200000;NULL
13263;Footloose;2011;10665;24000000;62
13264;Footrot Flats: The Dogs <s>Tail</s> Tale;1986;21364;NULL;NULL
13265;Footsteps in the Fog;1955;8969;NULL;NULL
13266;For a Few Dollars More <small>(Per qualche dollaro;1967;1986;NULL;NULL
13267;For a Lost Soldier Voor een Verloren Soldaat;1992;7161;NULL;NULL
13268;For Colored Girls;2010;16633;21000000;37747016
13269;For Heavens Sake;1926;15943;NULL;NULL
13270;For Her Boys Sake;1913;2;NULL;NULL
13271;For Her Sake;1911;2;NULL;NULL
13272;For His Son;1912;1901;NULL;NULL
13273;For Love of Ivy;1968;4221;NULL;NULL
13274;For Love of the Game;1999;3135;NULL;NULL
13275;For Love or Money;1963;3546;NULL;NULL
13276;For Love or Money;1993;4270;NULL;NULL
13277;For Me and My Gal;1942;8301;NULL;NULL
13278;For Petes Sake;1974;6391;NULL;NULL
13279;For Queen and Country;1989;21419;NULL;NULL
13280;For Richer or Poorer;1997;21421;35000000;32748995
13281;For the Crown;1913;16852;NULL;NULL
13282;For the Flag;1913;21424;NULL;NULL
13283;For the Peace of Bear Valley;1913;21425;NULL;NULL
13284;For Those in Peril;1944;1975;NULL;NULL
13285;For Those Who Think Young;1964;9149;NULL;NULL
13286;For Whom the Bell Tolls;1943;1825;NULL;NULL
13287;For Your Consideration;2006;2665;10000000;NULL
13288;For Your Eyes Only;1981;3555;28000000;195300000
13289;Forbidden;1932;2192;NULL;NULL
13290;Forbidden Fruit;2000;21452;NULL;NULL
13291;Forbidden Love: The Unashamed Stories of Lesbian L;1993;21454;NULL;NULL
13292;Forbidden Paradise;1924;3052;NULL;NULL
13293;Forbidden Planet;1956;21456;4900000;23500000
13294;Forbidden Relations;1983;21461;NULL;NULL
13295;Force 10 From Navarone;1978;6399;NULL;NULL
13296;Force of Evil;1948;21477;NULL;NULL
13297;Forced Vengeance;1982;19981;NULL;NULL
13298;Forces of Nature;1999;21489;NULL;NULL
13299;Foreign Affaires;1935;21490;NULL;NULL
13300;Foreign Body;1986;21496;NULL;NULL
13301;Foreign Correspondent;1940;10739;NULL;NULL
13302;Forever Lulu;1987;21511;NULL;NULL
13303;Forever;1922;7700;NULL;NULL
13304;Forever Amber;1947;6500;NULL;NULL
13305;Forever and a Day;1943;NULL;NULL;NULL
13306;Forever Love;1998;21532;NULL;NULL
13307;Forever Strong;2008;21538;NULL;NULL
13308;Forever Young;1992;10176;NULL;127956187
13309;Forget Paris;1995;5916;NULL;NULL
13310;Forgetting Sarah Marshall;2008;21545;30000000;NULL
13311;Formosa Betrayed;2010;21547;6000000;NULL
13312;Forrest Gump;1994;1597;55000000;677387716
13313;Forsaking All Others;1934;4574;NULL;NULL
13314;Fort Apache;1948;856;NULL;NULL
13315;Fort Utah;1967;21558;NULL;NULL
13316;Fort Worth;1951;1579;NULL;NULL
13317;Foul Play;1978;1349;NULL;44999621
13318;Fours a Crowd;1938;559;NULL;NULL
13319;Four Brothers;2005;754;30000000;92494381
13320;Four Christmases;2008;21570;80000000;NULL
13321;Four Daughters;1930;559;NULL;NULL
13322;Four Days in September (O Que Ã‰ Isso Companheiro;1998;3131;NULL;NULL
13323;Four Feathers;1915;1572;NULL;NULL
13324;Four Lions;2010;21589;NULL;4529130
13325;Four Men and a Prayer;1938;856;NULL;NULL
13326;Four Nights of a Dreamer;1971;2514;NULL;NULL
13327;Four Rooms;1995;21603;4000000;4257354
13328;Four Sons;1928;856;NULL;NULL
13329;Four Sons;1940;2747;NULL;NULL
13330;Four Steps in the Clouds;1948;9735;NULL;NULL
13331;Four Weddings and a Funeral;1994;6320;4400000;245700832
13332;Fourteen Hours;1951;330;NULL;NULL
13333;Foxes;1980;1330;NULL;7400000
13334;Foxfire;1996;21631;NULL;NULL
13335;Fracture;2007;20272;10000000;91354215
13336;Fragment of Fear;1970;12400;NULL;NULL
13337;Frailty;2002;3136;NULL;17423030
13338;Framed;1947;11309;NULL;NULL
13339;Fran;1985;21655;NULL;NULL
13340;Frances;1982;21657;NULL;5000000
13341;Francis Joins the WACS;1954;8969;NULL;NULL
13342;Frankenstein;1910;1572;NULL;NULL
13343;Frankenstein;1931;11859;NULL;NULL
13344;Frankenstein;1994;8533;45000000;NULL
13345;Frankenstein vs. Baragon;1966;5479;NULL;NULL
13346;Frankenstein Created Woman;1967;18839;NULL;NULL
13347;Frankenstein Must Be Destroyed;1969;18839;NULL;NULL
13348;Frankfurters and Quail;1912;2;NULL;NULL
13349;Frankie & Alice;2011;21682;NULL;NULL
13350;Frankie and Johnny;1966;9539;NULL;NULL
13351;Frankie and Johnny;1991;9323;NULL;NULL
13352;Freaks;1932;18847;NULL;NULL
13353;Freaky Friday;1976;21710;NULL;NULL
13354;FreakyFriday;2003;21720;20000000;160846332
13355;Fred Claus;2007;15033;NULL;97838349
13356;Fred Otts Sneeze;1894;10751;NULL;NULL
13357;Freddys Dead: The Final Nightmare;1991;21732;11000000;NULL
13358;Freddy Got Fingered;2001;14246;14000000;14333252
13359;Freddy vs. Jason;2003;11854;30000000;114908830
13360;Free Willy;1993;16293;20000000;153698625
13361;Free Will 2: The Adventure Home;1995;6442;NULL;30077111
13362;Free Willy 3: The Rescue;1997;21753;NULL;NULL
13363;Freebie and The Bean;1974;15502;NULL;NULL
13364;Freedom Writers;2007;21761;21000000;43090741
13365;Freedomland;2006;5914;NULL;14655628
13366;Freejack;1992;21765;30000000;NULL
13367;Freeway;1996;21766;3000000;NULL
13368;French Cancan;1954;11524;NULL;NULL
13369;French Connection II;1975;1080;NULL;NULL
13370;French Kiss;1995;11258;46000000;101982854
13371;Frenzy;1972;10739;NULL;16000000
13372;Frequency;2000;20272;31000000;68106245
13373;Fresh Horses;1988;21794;10000000;NULL
13374;Frida;2002;4105;12000000;56298474
13375;Friday After Next;2002;21800;NULL;33253609
13376;Friday Night Lights;2004;2583;30000000;61950770
13377;Friday the 13th: A New Beginning;1985;21809;NULL;NULL
13378;Friday the 13th: The Final Chapter;1984;21825;NULL;NULL
13379;Friday the 13th;1980;21843;NULL;39700000
13380;Friday the 13th;2009;15686;19000000;91379051
13381;Friday the 13th Part III;1982;10176;NULL;NULL
13382;Friday the 13th Part VI: Jason Lives;1986;21866;NULL;NULL
13383;Friday the 13th Part VII: The New Blood;1988;21876;NULL;NULL
13384;Friday the 13th Part VIII: Jason Takes Manhattan;1989;21886;NULL;NULL
13385;Fried Green Tomatoes;1991;1250;11000000;119418501
13386;Friend;2001;21894;NULL;NULL
13387;Friendly Persuasion;1956;21900;3000000;8000000
13388;Friends & Lovers;1999;21903;NULL;33543
13389;Friends with Benefits;2011;19266;35000000;149542245
13390;Friends with Money;2006;21907;6500000;NULL
13391;Fright Night;1985;14482;NULL;NULL
13392;Fright Night;2011;21916;30000000;NULL
13393;Fright Night Part II;1989;21920;NULL;2983784
13394;Fritz the Cat;1972;6089;850000;190000000
13395;From Hell;2001;21934;35000000;74558115
13396;From Here to Eternity;1953;2173;2400000;30500000
13397;From Justin to Kelly;2003;11578;12000000;4928883
13398;From Noon Till Three;1976;21953;NULL;NULL
13399;From Paris with Love;2010;21954;52000000;NULL
13400;From Prada to Nada;2011;21978;NULL;NULL
13401;From Russia with Love;1963;18812;2000000;78900000
13402;From Saturday to Sunday;1931;19319;NULL;NULL
13403;From the Earth to the Moon;1958;22003;NULL;NULL
13404;From the Mixed-Up Files of Mrs. Basil E. Frankweil;1973;1434;NULL;NULL
13405;From the Terrace;1960;11968;NULL;NULL
13406;Frontier Marshal;1939;355;NULL;NULL
13407;Frozen;2010;22017;NULL;3151086
13408;FUBAR;2002;22022;NULL;NULL
13409;Full Body Massage;1995;8675;NULL;NULL
13410;Full Frontal;2002;14366;NULL;NULL
13411;Full Metal Jacket;1987;565;30000000;46300000
13412;Full Moon High;1981;11326;NULL;NULL
13413;Fulltime Killer;2001;22048;NULL;NULL
13414;FumÅ Chitai;1976;4700;NULL;NULL
13415;Fun and Fancy Free;1947;22055;NULL;NULL
13416;Fun Down There;1990;22059;NULL;NULL
13417;Fun in Acapulco;1963;3883;NULL;NULL
13418;Fun with Dick and Jane;1977;20946;NULL;NULL
13419;Funeral Parade of Roses;1969;22084;NULL;NULL
13420;Funny About Love;1990;7898;NULL;8141292
13421;Funny Bones;1995;22087;NULL;532268
13422;Funny Dirty Little War;1985;15242;NULL;NULL
13423;Funny Face;1957;7383;NULL;NULL
13424;Funny Farm;1988;2448;NULL;NULL
13425;Funny Games;1997;15282;5000000;41828
13426;Funny Girl;1968;9783;NULL;52223306
13427;Funny Lady;1975;11591;NULL;NULL
13428;Funny People;2009;6516;75000000;71585235
13429;Funny Things Happen Down Under;1965;22116;NULL;NULL
13430;Surcos;1951;22120;NULL;NULL
13431;Furry Vengeance;2010;15429;35000000;NULL
13432;Futureworld;1976;20768;NULL;NULL
13433;G-Men Never Forget;1948;4384;NULL;NULL
13434;G-Men vs The Black Dragon;1943;4399;NULL;NULL
13435;G.I. Blues;1960;1404;NULL;NULL
13436;G.I. Jane;1997;351;50000000;NULL
13437;G.I. Joe: The Rise of Cobra;2009;17494;175000000;302469017
13438;G Men;1935;12463;NULL;NULL
13439;Gabbeh;1996;22150;NULL;NULL
13440;Gabriel Over the White House;1933;20670;NULL;NULL
13441;Gabriela Cravo e Canela;1983;3131;NULL;1318839
13442;Gaby;1956;9386;NULL;NULL
13443;Gadar: Ek Prem Katha;2001;22160;NULL;NULL
13444;Galapagos (1955 film);1955;22165;NULL;NULL
13445;Galaxina;1980;22166;NULL;NULL
13446;Galaxy Quest;1999;22074;45000000;90683916
13447;Galileo;1975;4000;NULL;NULL
13448;Gallant Journey;1946;3226;NULL;NULL
13449;Gallavants;1984;22181;NULL;NULL
13450;Gallipoli;1981;17227;2600000;NULL
13451;Gambit (1966);1966;21496;NULL;NULL
13452;Gambling Lady;1934;2747;NULL;NULL
13453;Gamer;2009;16085;50000000;40707998
13454;Gamera 2: Advent of the Legion;1996;22199;NULL;NULL
13455;Gamera vs. Barugon;1966;22206;NULL;NULL
13456;Gamera vs. Guiron;1969;22198;NULL;NULL
13457;Gamera vs. Gyaos;1967;22198;NULL;NULL
13458;Gamera vs. Jiger;1970;22198;NULL;NULL
13459;Gamera vs. Viras;1968;22198;NULL;NULL
13460;Gamera vs. Zigra;1971;22198;NULL;NULL
13461;\"Games\";1967;22240;NULL;NULL
13462;Gandhi;1982;185;22000000;52767889
13463;Gang Busters;1942;4416;NULL;NULL
13464;Gang of Roses;2003;22256;NULL;30497
13465;Gang Related;1997;18226;NULL;5906773
13466;Gangs of New York;2002;2898;97000000;193772504
13467;Gangster No. 1;2000;22265;NULL;NULL
13468;Garbage Dreams;2009;22269;NULL;NULL
13469;Garden of Heaven;2003;22270;NULL;NULL
13470;Garden Party;2008;22273;NULL;NULL
13471;Garden State;2004;14458;2500000;35825316
13472;Gardens of Stone;1987;7246;NULL;NULL
13473;Garfield: A Tail of Two Kitties;2006;5825;60000000;160401979
13474;Garfield: The Movie;2004;10315;50000000;NULL
13475;Garm Hava;1973;22287;NULL;NULL
13476;Gas-S-S-S;1971;1477;NULL;NULL
13477;Gas;1981;22298;NULL;NULL
13478;Gaslight;1940;22306;NULL;NULL
13479;Gaslight;1944;1443;2068000;4613000
13480;Gasoline;2004;22314;NULL;NULL
13481;Jigokumon;1953;2845;NULL;NULL
13482;Gates of Heaven;1980;22331;NULL;NULL
13483;Gattaca;1997;22333;36000000;12532777
13484;Gay Purr-ee;1962;22338;NULL;NULL
13485;General Crack;1930;18556;NULL;NULL
13486;Genesis;1986;22341;NULL;NULL
13487;Gentlemen Broncos;2009;22344;10000000;118192
13488;Gentlemen of Fortune;1971;22350;NULL;NULL
13489;Gentlemen Prefer Blondes;1953;2084;NULL;NULL
13490;George of the Jungle;1997;9688;50000000;174463257
13491;George Washington Slept Here;1942;12463;NULL;NULL
13492;Georgia;1995;20276;NULL;NULL
13493;Georgia Rule;2007;9323;20000000;24991167
13494;Germinal;1993;22375;NULL;NULL
13495;Geronimos Last Raid;1912;22385;NULL;NULL
13496;Geronimo: An American Legend;1993;1037;NULL;18635620
13497;Gertie the Dinosaur;1914;22390;NULL;NULL
13498;Gertrud;1965;17119;NULL;NULL
13499;Get Carter;2011;2931;NULL;NULL
13500;Get Crazy;1983;12799;NULL;NULL
13501;Get Him to the Greek;2010;21545;40000000;91390982
13502;Get Low;2010;22420;7000000;9513225
13503;Get on the Bus;1996;692;2400000;NULL
13504;Get Out Your Handkerchiefs;1978;12382;NULL;NULL
13505;Get Over It;2001;NULL;10000000;19900366
13506;Get Rich or Die Tryin;2005;12216;40000000;46442528
13507;Get Shorty;1995;4270;30250000;115101622
13508;Get Smart;2008;1069;80000000;NULL
13509;Getting Even With Dad;1994;7670;30000000;NULL
13510;Getting It Right;1989;10272;NULL;NULL
13511;Gettysburg;1993;22460;25000000;10769960
13512;Ghost;1990;4795;21000000;505702588
