15876;My Left Foot;1989;12216;600000;14743391
15877;My Life;1993;31188;NULL;NULL
15878;My Life as a Dog;1987;3750;NULL;NULL
15879;My Life in Ruins;2009;23291;NULL;20031211
15880;My Life So Far;1999;14211;7000000;NULL
15881;My Life Without Me;2003;31212;NULL;NULL
15882;My Little Chickadee;1940;5721;NULL;NULL
15883;My Little Girl;1986;31218;NULL;25000
15884;My Little Pony: The Movie;2010;31219;NULL;5958456
15885;My Man Godfrey;1936;20670;NULL;NULL
15886;My Name Is Khan;2010;18107;38;192
15887;My Neighbor Totoro <small>ã¨ãªã‚Šã®ãƒˆãƒˆãƒ­</s;1988;31236;NULL;NULL
15888;My New Partner;1984;31240;NULL;NULL
15889;My One and Only;2009;9744;NULL;2484006
15890;My Own Private Idaho;1991;19046;2500000;6401336
15891;My Sassy Girl;2001;31243;NULL;NULL
15892;My Science Project;1985;31246;NULL;NULL
15893;My Sisters Keeper;2009;5745;30000000;NULL
15894;My Sister Eileen;1955;8324;NULL;NULL
15895;My Sons;1991;1706;NULL;NULL
15896;My Soul to Take in 3D;2010;2791;25000000;20976402
15897;My Stepmother Is An Alien;1988;14842;NULL;NULL
15898;My Super Ex-Girlfriend;2006;17048;NULL;60984606
15899;My Sweet Little Village / VesniÄko mÃ¡ stÅ™edisko;1985;13130;NULL;NULL
15900;My Tutor;1983;31290;NULL;NULL
15901;My Voyage to Italy;1999;2898;NULL;NULL
15902;My Week with Marilyn;2011;31295;NULL;11326858
15903;My Wild Irish Rose;1947;1760;NULL;NULL
15904;Myra Breckinridge;1970;30671;5385000;NULL
15905;Myriad of Lights;1948;31300;NULL;NULL
15906;Myself in the Distant Future;1997;31309;NULL;NULL
15907;Mysterious Island;1951;15291;NULL;NULL
15908;Mystery Alaska;1999;8050;55000000;8891623
15909;Mystery Date;1991;31326;NULL;NULL
15910;Mystery Men;1999;31328;68000000;33461011
15911;Mystery of the River Boat;1944;4416;NULL;NULL
15912;Mystery Science Theater 3000: The Movie;1996;31331;NULL;NULL
15913;Mystery Team;2009;31337;NULL;89442
15914;Mystery Train;1989;11141;2800000;NULL
15915;Mystic Pizza;1988;23291;6000000;12793213
15916;Mystic River;2003;1987;30000000;156822020
15917;Nabi;2001;31356;NULL;NULL
15918;Nacho Libre;2006;22344;NULL;99255460
15919;Flowing;1956;21165;NULL;NULL
15920;Naked;1993;7105;NULL;NULL
15921;Naked Among Wolves (Nackt unter WÃ¶lfen);1967;26320;NULL;NULL
15922;Naked Gun 33â…“: The Final Insult;1994;1069;30000000;NULL
15923;Naked in New York;1994;31372;NULL;1038959
15924;Naked Lunch;1992;1799;17;2641357
15925;Nana;1926;11524;NULL;NULL
15926;Nancy Drew;2007;8612;20000000;30666930
15927;Nanny McPhee;2006;19984;25000000;122489822
15928;Nanny McPhee and the Big Bang;2010;31390;35000000;93251121
15929;Nanook of the North;1922;19476;NULL;NULL
15930;Napoleon;1996;31402;4300000;NULL
15931;Napoleon and Samantha;1972;31403;NULL;NULL
15932;Napoleon Dynamite;2004;31407;400000;46118097
15933;Narrow Margin;1990;584;NULL;10873237
15934;Nashville;1975;954;NULL;9984123
15935;Nasreddin in Bukhara;1943;4427;NULL;NULL
15936;Nate and Hayes / Savage Islands;1983;31418;NULL;NULL
15937;National Lampoons Animal House;1978;6282;NULL;NULL
15938;National Lampoons Christmas Vacation;1989;31422;NULL;NULL
15939;National Lampoons European Vacation;1985;15194;NULL;74964621
15940;National Lampoons Gold Diggers;2004;31427;NULL;829140
15941;National Lampoons Joy of Sex;1984;6774;NULL;NULL
15942;National Lampoons Vacation;1983;4788;15000000;61399552
15943;National Lampoons Van Wilder;2002;12659;5000000;38275483
15944;National Lampoons Van Wilder: The Rise of Taj;2006;11202;NULL;NULL
15945;National Lampoon Presents Dorm Daze;2003;17595;NULL;NULL
15946;National Security;2003;10017;NULL;NULL
15947;National Treasure: Book of Secrets;2007;15885;130000000;457364600
15948;National Velvet;1944;2035;2770000;5840000
15949;Nativity!;2009;31468;NULL;5187402
15950;Natural Born Killers;1994;4932;34000000;61615296
15951;Natural City;2003;31479;NULL;NULL
15952;NausicaÃ¤ of the Valley of the Wind;1984;13864;NULL;NULL
15953;Navy Blues;1929;2035;NULL;NULL
15954;Navy SEALs;1990;5636;21000000;NULL
15955;Naya Daur;2007;23558;NULL;NULL
15956;Nayak;1966;4639;NULL;NULL
15957;Nayakan;2010;31502;NULL;NULL
15958;Near Dark;1987;11454;5000000;3369307
15959;Necromancer;1988;31517;NULL;NULL
15960;Ned Kelly;1970;3405;1000000;808000
15961;Ned Kelly;2003;12378;NULL;6585516
15962;Neecha Nagar;1946;3738;NULL;NULL
15963;Needful Things;1993;31527;NULL;NULL
15964;Neel Kamal;1968;31532;NULL;NULL
15965;Nefertiti Queen of the Nile;1964;31535;NULL;NULL
15966;Neighbors;1920;5721;NULL;NULL
15967;Neighbors;1981;1301;NULL;NULL
15968;NEKRomantik;1987;31544;NULL;NULL
15969;Nell;1994;4645;NULL;106683817
15970;Nell Gwyn;1926;10469;NULL;NULL
15971;Nemesis;1992;13153;NULL;NULL
15972;Nemesis Game;2003;31561;NULL;NULL
15973;NenÃ¨;1977;31567;NULL;NULL
15974;Neptunes Daughter;1949;7836;NULL;NULL
15975;Neshoba;2008;31571;NULL;NULL
15976;Network;1976;261;3800000;23689677
15977;Nevada;1997;31575;NULL;NULL
15978;Never a Dull Moment;1968;13296;NULL;NULL
15979;Never Back Down;2008;16432;20000000;41627431
15980;Never Been Kissed;1999;9994;NULL;84565230
15981;Never Cry Wolf;1983;21196;11000000;NULL
15982;Never Die Alone;2004;12456;NULL;NULL
15983;Never Forever;2007;31590;NULL;NULL
15984;Never Give a Sucker an Even Break;1941;5721;NULL;NULL
15985;Never Let Me Go;2011;31596;15000000;11509512
15986;Never Look Back;1952;31598;NULL;NULL
15987;Never on Sunday;1960;12279;NULL;NULL
15988;Never Say Die (1939);1939;31613;NULL;NULL
15989;Never Say Goodbye;1954;4917;NULL;NULL
15990;Never Say Never Again;1983;20166;36000000;160000000
15991;Never So Few;1959;8610;NULL;NULL
15992;Never Take Sweets from a Stranger;1960;31623;NULL;NULL
15993;Never Talk to Strangers;1995;2615;6400000;6858261
15994;Never Too Young To Die;1986;31626;NULL;NULL
15995;Never Weaken;1921;15943;NULL;NULL
15996;New Best Friend;2002;31628;NULL;NULL
15997;New Delhi;1956;31634;NULL;14500000
15998;New in Town;2009;31635;NULL;NULL
15999;New Jack City;1991;1033;8000000;NULL
16000;New Jersey Drive;1995;19042;NULL;NULL
16001;New Moon;1940;4540;1487000;NULL
16002;New Pillow Fight;1897;2;NULL;NULL
16003;New Rose Hotel;1999;8635;NULL;21521
16004;New Waterford Girl;2000;19586;NULL;NULL
16005;New Years Eve;2011;9323;56000000;83292000
16006;New York New York;1977;2898;14000000;13800000
16007;New York Minute;2004;26565;30000000;21289826
16008;New York Nights;1929;3582;NULL;NULL
16009;New York Stories;1989;2643;15000000;10763469
16010;Newark Athlete;1891;17981;NULL;NULL
16011;Newsies;1992;23605;15000000;2819485
16012;Next;2007;5709;70000000;76066841
16013;Next Day Air;2009;31679;NULL;NULL
16014;Next Friday;2000;7452;11000000;NULL
16015;Next of Kin;1989;2687;12000000;15942628
16016;Next Stop Greenwich Village;1976;748;NULL;NULL
16017;Next Stop Wonderland;1998;31688;NULL;NULL
16018;Niagara;1953;330;NULL;NULL
16019;Nice Girl;1941;31695;NULL;NULL
16020;Nicholas and Alexandra;1971;26051;NULL;NULL
16021;Nicholas Nickleby;1947;17221;NULL;NULL
16022;Nick & Norahs Infinite Playlist;2008;31708;10000000;33506137
16023;Nick of Time;1995;5953;33000000;NULL
16024;Nickelodeon;1976;1113;9000000;NULL
16025;Night After Night;1932;2747;NULL;NULL
16026;Night and Day;1946;559;NULL;NULL
16027;Night and Fog;1955;31718;NULL;NULL
16028;Night and the City;1950;12279;NULL;NULL
16029;Night at the Museum;2006;10217;110000000;574480841
16030;Night at the Museum: Battle of the Smithsonian;2009;10217;150000000;413106170
16031;Night Catches Us;2010;31732;NULL;NULL
16032;Night Falls on Manhattan;1997;261;NULL;9889670
16033;Night Game;1989;31736;NULL;NULL
16034;Night Must Fall;1937;3883;NULL;NULL
16035;Night of the Comet;1984;13208;NULL;NULL
16036;Night of the Demon;1958;9896;NULL;NULL
16037;Night of the Living Dead;1968;16179;114000;42000000
16038;Night Passage;1957;31765;NULL;NULL
16039;Night Train;1959;30782;NULL;NULL
16040;Night Train to Munich;1940;2089;NULL;NULL
16041;Night Watch;1973;24325;NULL;NULL
16042;Nightbreed;1990;24121;NULL;8862354
16043;Nightfall;1957;9896;NULL;NULL
16044;Nighthawks;1981;31771;5000000;NULL
16045;Nightkill;1980;9824;NULL;NULL
16046;Nightmares;1983;15514;9000000;6670680
16047;Noce i Dnie (Nights and Days);1975;31781;NULL;NULL
16048;Nights in Rodanthe;2008;31791;NULL;NULL
16049;Nights of Cabiria;1957;1237;NULL;NULL
16050;Nightwatch;1998;31795;NULL;NULL
16051;Nijinsky;1980;11591;NULL;NULL
16052;Nil by Mouth;1997;1599;9000000;266130
16053;Nims Island;2008;31800;37000000;NULL
16054;Nine;2010;6967;80000000;53998806
16055;Nine Hours To Rama;1963;11968;NULL;NULL
16056;Nine Months;1995;4359;NULL;138510230
16057;Nineteen Eighty-Four;1984;25539;NULL;8430492
16058;Ninja Assassin;2009;31824;40000000;61601280
16059;Ninja Scroll;1993;31828;NULL;NULL
16060;Ninotchka;1939;3052;NULL;NULL
16061;Nitrate Kisses;1993;31834;NULL;NULL
16062;Nixon;1995;4932;44000000;NULL
16063;NoÃ«lle;2007;31835;NULL;NULL
16064;No Country for Old Men;2007;3091;25000000;171627166
16065;No Deposit No Return;1976;13034;NULL;NULL
16066;No Escape;1994;31842;27000000;15339030
16067;No Greater Love;1952;31846;NULL;NULL
16068;No Highway in the Sky;1951;15584;NULL;NULL
16069;No Holds Barred;1989;31854;NULL;NULL
16070;No Impact Man;2009;31856;NULL;NULL
16071;No Limit;1931;24232;NULL;NULL
16072;No Looking Back;1998;365;5000000;222099
16073;No Love for Johnnie;1961;3393;NULL;NULL
16074;No Mans Land;1987;31860;NULL;NULL
16075;No Mans Land;2002;31863;NULL;NULL
16076;No Man of Her Own;1950;7471;NULL;NULL
16077;No Mercy;1986;15988;NULL;12303904
16078;No Name on the Bullet;1959;8425;NULL;NULL
16079;No Reservations;2007;23946;28000000;92601050
16080;No Small Affair;1984;24610;8500000;4994094
16081;No Strings Attached;2011;17048;25000000;147780440
16082;No Time for Love;1943;7471;NULL;NULL
16083;No Time for Sergeants;1958;7121;NULL;NULL
16084;No Way Out;1950;1169;NULL;NULL
16085;No Way Out;1987;12807;NULL;35509515
16086;No Way to Treat a Lady;1968;4849;NULL;NULL
16087;Nobel Son;2008;14987;NULL;545582
16088;Nobodys Fool;1994;8594;NULL;39491975
16089;Nobodys Perfekt;1981;29691;NULL;NULL
16090;Nobody Lives Forever;1946;11567;NULL;NULL
16091;Nobody Wanted to Die;1966;31895;NULL;NULL
16092;Noises Off;1992;1113;19000000;2280148
16093;Nomads of the North;1920;31899;NULL;NULL
16094;None But the Lonely Heart;1944;31901;NULL;NULL
16095;None Shall Escape;1944;13755;NULL;NULL
16096;Noorie;1979;6483;NULL;NULL
16097;Norbit;2007;12737;60000000;159313561
16098;Norma Rae;1979;15801;7000000;22228000
16099;Norman;2010;31909;NULL;NULL
16100;North;1994;4930;40000000;NULL
16101;North by Northwest;1959;10739;NULL;13275000
16102;North Country;2005;31915;30000000;23624242
16103;North Dallas Forty;1979;20946;NULL;NULL
16104;North to Alaska;1960;330;3800000;5000000
16105;North West Frontier;1959;219;NULL;NULL
16106;Northern Pursuit;1943;2398;NULL;NULL
16107;Norwood;1970;31920;NULL;NULL
16108;Nosotros los pobres;1948;31922;NULL;NULL
16109;Nostalghia;1983;6575;NULL;NULL
16110;Not Another Teen Movie;2001;31942;15000000;66468332
16111;Not Forgotten;2009;31948;NULL;NULL
16112;Not One Less;2000;16479;NULL;NULL
16113;Not So Dumb;1930;8964;NULL;NULL
16114;Not Without My Daughter;1991;31955;22000000;14789113
16115;Notes on a Scandal;2006;25972;15000000;49752391
16116;Nothin 2 Lose;2000;31964;NULL;NULL
16117;Nothing but a Man;1964;31965;NULL;NULL
16118;Nothing But the Best;1964;5036;NULL;NULL
16119;Nothing Like the Holidays;2008;31969;NULL;NULL
16120;Nothing Sacred;1937;3226;NULL;NULL
16121;Notorious;1946;10739;NULL;NULL
16122;Notorious;2009;20502;20000000;43051547
16123;Notting Hill;1999;14178;43000000;363889700
16124;Now Voyager;1942;7072;NULL;NULL
16125;Now and Then;1995;31981;12000000;37591674
16126;Tommy Doran birth 21/01/1995 KRIPPLE KID!;1934;31984;NULL;NULL
16127;Now You See Him Now You Dont;1972;24798;NULL;NULL
16128;Nowhere;1997;31989;NULL;194201
16129;Nowhere Boy;2009;31991;1235500;6413733
16130;Nowhere to Run;1989;17850;NULL;NULL
16131;Nowhere to Run;1993;24370;NULL;52189039
16132;Number One with a Bullet;1987;4849;410952;NULL
16133;Nuns on the Run;1990;15189;NULL;NULL
16134;Nurse Betty;2000;17322;25000000;29360400
16135;Nuts;1987;15801;25000000;NULL
16136;Nutty Professor II: The Klumps;2000;1069;84000000;NULL
16137;O;2001;6121;NULL;19210835
16138;O Brother Where Art Thou?;2000;3091;26000000;71868327
16139;O DragÃ£o da Maldade Contra o Santo Guerreiro;1969;10566;NULL;NULL
16140;O Lucky Man!;1973;12016;NULL;NULL
16141;Objective Burma!;1945;2398;NULL;NULL
16142;Observe and Report;2009;32035;18000000;26973554
16143;Obsessed;2009;32040;NULL;74000000
16144;Obsession;1949;5809;NULL;NULL
16145;Obsession;1976;11088;NULL;NULL
16146;Occupation in 26 Pictures;1978;32041;NULL;NULL
16147;Oceans Eleven;2001;14366;85000000;450728529
16148;Oceans Thirteen;2007;14366;85000000;311312624
16149;Oceans Twelve;2004;14366;110000000;362744280
16150;Octane;2003;32054;NULL;NULL
16151;October: Ten Days That Shook the World;1928;14805;NULL;NULL
16152;Octopussy;1983;3555;27500000;187500000
16153;Odd Man Out;1947;2089;NULL;NULL
16154;Odd Obsession;1959;5701;NULL;NULL
16155;Odds Against Tomorrow;1959;8021;NULL;NULL
16156;Oedipus Rex;1967;3974;NULL;NULL
16157;Of Human Bondage;2906;960;NULL;NULL
16158;Of Human Hearts;1938;2035;NULL;NULL
16159;Of Mice and Men;1939;3582;NULL;NULL
16160;Of Mice and Men;1992;2582;NULL;5471080
16161;Of Unknown Origin;1983;15234;NULL;NULL
16162;Off Beat;1986;24811;NULL;NULL
16163;Off Limits;1988;32083;NULL;NULL
16164;Office Romance;1977;32086;NULL;NULL
16165;Office Space;1999;20111;NULL;NULL
16166;Oh! Heavenly Dog;1980;32094;NULL;NULL
16167;Oh! What a Lovely War;1969;185;NULL;NULL
16168;Oh God!;1977;2145;NULL;NULL
16169;Oh Mr Porter!;1937;7734;NULL;NULL
16170;Oh Doctor!;1999;11811;NULL;NULL
16171;Oklahoma!;1955;2173;6800000;NULL
16172;Okraina;1933;12680;NULL;NULL
16173;Old Acquaintance;1943;4368;NULL;NULL
16174;Old Bones of the River;1938;7734;NULL;NULL
16175;Old Dogs;2009;12659;35000000;96753696
16176;Old Enough (film);1984;32111;NULL;NULL
16177;Old Gringo;1989;32115;27000000;NULL
16178;Old Ironsides;1926;8386;NULL;NULL
16179;Old Khottabych;1956;32122;NULL;NULL
16180;Old Lady 31;1920;32124;NULL;NULL
16181;Old School;2003;19093;24000000;87055349
16182;Old Yeller;1957;8492;NULL;NULL
16183;Oldboy;2003;32131;NULL;NULL
16184;Oliver!;1968;2089;10000000;16800000
16185;Oliver & Company;1988;32136;NULL;74151346
16186;Oliver Twist;1922;7727;NULL;NULL
16187;Oliver Twist;1951;2848;NULL;NULL
16188;Oliver Twist;2005;2074;60000000;42580321
16189;Olivia;1954;32156;NULL;NULL
16190;Olympia;1938;32167;NULL;NULL
16191;Omen III: The Final Conflict;1981;5317;NULL;20471382
16192;On a Clear Day You Can See Forever;1970;6264;NULL;14000000
16193;On Borrowed Time;1939;32179;NULL;NULL
16194;On Dangerous Ground;1952;1119;NULL;NULL
16195;On Deadly Ground;1994;3891;NULL;NULL
16196;On Dress Parade;1939;32189;NULL;NULL
16197;On Golden Pond;1981;14782;NULL;119285432
16198;On Her Majestys Secret Service;2011;7776;7000000;82000000
16199;ON_LINE;2002;32193;NULL;NULL
16200;On Moonlight Bay;1951;10888;NULL;NULL
16201;On the Avenue;1937;10888;NULL;NULL
16202;On the Beach;1959;23306;NULL;NULL
16203;On the Beat;1962;21257;NULL;NULL
16204;On the Buses;1971;31066;NULL;NULL
16205;On the Green Carpet;2001;32212;NULL;NULL
16206;On the Line;2001;32214;10000000;4403019
16207;On the Right Track;1981;32224;NULL;NULL
16208;On the Riviera;1951;12899;NULL;NULL
16209;On the Threshold of Space;1956;9817;NULL;NULL
16210;On the Town;1949;2124;NULL;2900000
16211;On the Waterfront;1954;1924;NULL;9600000
16212;On Trial;1928;2747;NULL;NULL
16213;On with the Show!;1929;18556;NULL;NULL
16214;Once a Thief;1965;14316;NULL;NULL
16215;Once a Thief;1994;1425;NULL;NULL
16216;Once Around;1991;3750;NULL;NULL
16217;Once Upon a Crime...;1992;5654;NULL;NULL
16218;Once Upon a Forest;1993;32251;13000000;6582052
16219;Once Upon a Time in America <small>(Cera una volt;1984;1986;NULL;5321508
16220;Once Upon a Time in China;1991;1432;NULL;NULL
16221;Once Upon a Time in China III;1993;1432;NULL;NULL
16222;Once Upon a Time in Mexico;2003;17686;NULL;NULL
16223;Once Upon a Time in the West <small>(Cera una vol;1968;1986;5000000;5321508
16224;Once Were Warriors;1994;5709;NULL;NULL
16225;Ondine;2010;6609;NULL;NULL
16226;One Two Three;1961;2020;NULL;NULL
16227;One-Trick Pony;1980;18465;NULL;NULL
16228;One A.M.;1916;9668;NULL;NULL
16229;One Crazy Summer;1986;9964;NULL;13432000
16230;One Day<ref>http://focusfeatures.com/one_day</ref>;2011;6329;15000000;55853428
16231;One Day in the Life of Ivan Denisovich;1971;32283;NULL;NULL
16232;One Exciting Night;1922;1901;NULL;NULL
16233;One Fine Day;1996;2629;NULL;97529550
16234;One Flew Over the Cuckoos Nest;1975;5856;4400000;108981275
16235;One Foot in Heaven;1941;7072;NULL;NULL
16236;One from the Heart;1982;7246;26000000;NULL
16237;One Good Cop;1991;32308;NULL;NULL
16238;One Got Fat;1963;32309;NULL;NULL
16239;One Hour Photo;2002;31596;12000000;52223306
16240;One Hundred and One Dalmatians;1961;5234;4000000;215880014
16241;One Hundred Men and a Girl;1937;15584;NULL;NULL
16242;One Is a Lonely Number;1972;25482;NULL;NULL
16243;One Law for Both;1917;32318;NULL;NULL
16244;One Mans Hero;1999;32327;NULL;NULL
16245;One Million B.C.;1940;24308;NULL;NULL
16246;One Million Years B.C.;1967;12727;NULL;2500000
16247;One Missed Call;2008;32336;20000000;45847751
16248;One More River;1934;11859;NULL;NULL
16249;One More Saturday Night;1986;32339;NULL;NULL
16250;One More Time;1970;930;NULL;NULL
16251;One Night at McCools;2001;4652;18000000;14473370
16252;One Night of Love;1934;32354;NULL;NULL
16253;One or the Other of Us Einer von uns beiden;1982;4745;NULL;NULL
16254;One Song a Day Takes Mischief Away;1970;32360;NULL;NULL
16255;One Sunday Afternoon;1933;32365;NULL;NULL
16256;One True Thing;1998;17850;30000000;26616840
16257;One Way Passage;1932;9128;NULL;NULL
16258;One Week;1999;5721;NULL;NULL
16259;Ong-Bak: Muay Thai Warrior;2003;32369;NULL;NULL
16260;Ong Bak 2: The Beginning;2008;32370;NULL;NULL
16261;Only Angels Have Wings;1939;2084;NULL;NULL
16262;Only the Lonely;1991;4359;NULL;NULL
16263;Only When I Dance;2009;32395;NULL;NULL
16264;Only When I Laugh;1981;32397;NULL;NULL
16265;Only Yesterday;1933;8483;NULL;NULL
16266;Only You;1992;706;NULL;NULL
16267;Only You;1994;3179;NULL;NULL
16268;Open Range;2003;2895;22000000;NULL
16269;Open Season;2006;32420;85000000;197309027
16270;Open Water;2004;32423;500000;54667954
16271;Opening Night;1991;1531;NULL;NULL
16272;Opening of the Kiel Canal;1895;11554;NULL;NULL
16273;Opera;1987;17484;8000000;NULL
16274;Operation Crossbow;1965;505;NULL;NULL
16275;Operation Daybreak;1975;5014;NULL;NULL
16276;Operation Dumbo Drop;1995;16293;NULL;24670346
16277;Operation Mad Ball;1957;8324;NULL;NULL
16278;Operation Petticoat;1959;177;NULL;NULL
16279;Operation Y and Shuriks Other Adventures;1965;26205;NULL;NULL
16280;Operator 13;1934;32439;NULL;NULL
16281;Optimistic Tragedy;1963;32441;NULL;NULL
16282;Orange County;2002;8671;18000000;41032915
16283;Orca;1977;505;6000000;14717854
16284;Orchestra Rehearsal;1978;1237;NULL;NULL
16285;Ordet;1957;17119;NULL;NULL
16286;Ordinary Magic;1993;32469;NULL;NULL
16287;Ordinary People;1980;3031;6000000;54766923
16288;Orgazmo;1997;9070;1300000;602302
16289;Original Gangstas;1996;11326;NULL;NULL
16290;Original Sin;2001;32499;26000000;36402320
16291;Orlando;1992;32500;4000000;NULL
16292;Orochi;1925;32502;NULL;NULL
16293;Orphan;2009;24893;NULL;78337373
16294;Orphans of the Storm;1921;3486;NULL;NULL
16295;Os Cafajestes;1962;4697;NULL;NULL
16296;Osaka Elegy;1936;2068;NULL;NULL
16297;Osama;2003;32517;NULL;NULL
16298;Oscar;1967;27681;NULL;NULL
16299;Oscar;1991;6282;35000000;23562716
16300;OSS 117: Lost in Rio;2009;32538;22000000;NULL
16301;Ossessione;1943;9728;NULL;NULL
16302;Othello (ÐžÑ‚ÐµÐ»Ð»Ð¾);1955;32543;NULL;NULL
16303;Othello;1995;6361;11000000;NULL
16304;Our Betters;1933;1443;NULL;NULL
16305;Our Daily Bread;1935;8964;NULL;NULL
16306;Our Dancing Daughters;1928;9383;NULL;NULL
16307;Our Family Wedding;2010;12245;NULL;21409028
16308;Our Friend Martin;1999;32559;NULL;NULL
16309;Our Grand Despair;2011;32569;NULL;NULL
16310;Our Hospitality;1923;2046;NULL;NULL
16311;Idiot Brother;2011;32580;5000000;24799428
16312;Our Little Girl;1935;7019;NULL;NULL
16313;Our Man in Havana;1960;2089;NULL;NULL
16314;Our Mothers House;1967;32595;NULL;NULL
16315;Our Relations;1936;8412;NULL;NULL
16316;Our Song;2000;32596;NULL;NULL
16317;Our Town;1940;1825;NULL;NULL
16318;Our Vines Have Tender Grapes;1945;3270;NULL;NULL
16319;Our Wives;1913;32604;NULL;NULL
16320;Out Cold;2001;32612;11000000;NULL
16321;Out for Justice;1991;9947;NULL;NULL
16322;Out of Africa;1985;3938;28000000;128499205
16323;Out of Bounds;1986;32621;NULL;NULL
16324;Out of Life;1991;32633;NULL;NULL
16325;Out of Sight;1998;14366;NULL;NULL
16326;Out of the Blue;1980;5738;NULL;NULL
16327;Out of the Inkwell;1929;22393;NULL;NULL
16328;Out of the Past;1947;9896;NULL;NULL
16329;Out of Time;2003;17850;NULL;55495563
16330;Out West;1918;8481;NULL;NULL
16331;Outbreak;1995;4745;50000000;189859560
16332;Outcast of the Islands ;1951;2089;NULL;NULL
16333;Outlander;2008;31841;47000000;7033683
16334;Outrageous Fortune;1987;6227;25000000;65864741
16335;Outside Ozona;1998;32666;NULL;NULL
16336;Outside the Law;1920;18847;NULL;NULL
16337;Outside the Law;1930;18847;NULL;NULL
16338;Over Her Dead Body;2008;32678;10000000;21458111
16339;Over the Edge;1979;8627;NULL;NULL
16340;Over the Hedge;2006;7151;80000000;336002996
16341;Over the Hill to the Poorhouse;1920;32682;NULL;NULL
16342;Over the Rainbow;2002;32683;NULL;NULL
16343;Over the Top;1987;17310;NULL;NULL
16344;Overboard;1987;9323;NULL;26713187
16345;Overland Mail;1942;7398;NULL;NULL
16346;Overland with Kit Carson;1939;32703;NULL;NULL
16347;Overnight Delivery;1998;10408;NULL;NULL
16348;Oyster Village;1972;32715;NULL;NULL
16349;PÃ©pÃ© le Moko;1937;6882;NULL;NULL
16350;P.S. I Love You;2007;21761;30000000;156835339
16351;P.U.N.K.S.;1999;894;NULL;NULL
16352;P2;2007;32740;NULL;NULL
16353;Pack Up Your Troubles;1932;32744;NULL;NULL
16354;Padamati Sandhya Ragam;1987;32748;NULL;NULL
16355;Padosan;1968;32751;NULL;NULL
16356;Padre padrone;1977;20842;NULL;NULL
16357;Page Miss Glory;1935;7121;NULL;NULL
16358;Paint Your Wagon;1969;12571;20000000;NULL
16359;Pal Joey;1957;6522;NULL;NULL
16360;Pale Rider;1985;1987;NULL;NULL
16361;Palmetto;1998;32759;NULL;5878911
16362;Palmy Days;1931;25866;NULL;NULL
16363;Pans Labyrinth;2006;10771;NULL;83258226
16364;Pandoras Box;1929;32764;NULL;NULL
16365;Pandorum;2010;13797;33000000;NULL
16366;Panic;2000;27971;NULL;NULL
16367;Panic in Year Zero!;1962;2395;NULL;NULL
16368;Panic Room;2002;5265;48000000;196400000
16369;Panther;1995;1033;NULL;NULL
16370;Panther Girl of the Kongo;1955;32788;NULL;NULL
16371;Paparazzi;2004;32790;20000000;NULL
16372;Paper Heart;2009;32792;NULL;1286744
16373;Paper Moon;1973;1113;NULL;NULL
16374;Paperback Hero<ref>{{Citation ;1973;32794;NULL;NULL
16375;Paperhouse;1988;13070;NULL;NULL
16376;Papillon;1973;26051;12000000;NULL
16377;Parachute Jumper;1933;2462;NULL;NULL
16378;Parade;1975;17864;NULL;NULL
16379;Paradise Hawaiian Style;1966;29737;NULL;NULL
16380;Paradise;1982;2509;NULL;NULL
16381;Paradise;1991;32801;34000000;NULL
16382;Paradise for Three;1938;7836;NULL;NULL
16383;Paradise Lost: The Child Murders at Robin Hood Hil;1996;32803;NULL;NULL
16384;Paramount on Parade;1930;65;NULL;NULL
16385;Paranoiac;1964;18821;NULL;NULL
16386;Paranormal Activity 2;2010;32810;3000000;177512032
16387;Paranormal Activity 3;2011;13942;5000000;202951300
16388;Pardners;1956;1404;NULL;NULL
16389;Pardon My Sarong;1942;24872;400000;NULL
16390;Pardon Us;1931;32824;NULL;NULL
16391;Paris Texas;1985;5198;1162000;2181987
16392;Paris (1929 film);1929;26133;NULL;NULL
16393;Paris Belongs to Us;1961;14055;NULL;NULL
16394;Paris Blues;1961;15801;NULL;NULL
16395;Paris Trout;1991;1804;NULL;NULL
16396;Paris When It Sizzles <!-- TCM AFI NYT Variety ;1964;8324;4000000;NULL
16397;Parrish;1961;831;NULL;NULL
16398;Partie de campagne;1946;11524;NULL;NULL
16399;Partie de cartes;1896;9024;NULL;NULL
16400;Partners;1982;32852;NULL;NULL
16401;Party Girl;1958;1119;NULL;NULL
16402;Party Monster;2003;32855;NULL;742898
16403;Pascalis Island;1988;2317;NULL;NULL
16404;Passage to Marseille;1944;559;NULL;NULL
16405;Passenger;1963;8642;NULL;NULL
16406;Passenger 57;1992;3744;NULL;NULL
16407;Passion Fish;1992;32881;NULL;4814619
16408;Passion Flower Hotel;1978;32882;NULL;NULL
16409;Passport to Pimlico;1949;22343;NULL;NULL
16410;Pat and Mike;1952;1443;NULL;NULL
16411;Pat Garrett and Billy the Kid;1973;12001;NULL;NULL
16412;Paternity;1981;32897;NULL;NULL
16413;Pathfinder;1987;32898;NULL;NULL
16414;Pathfinder;2007;15686;45000000;30822861
16415;Patrik Age 1.5;2010;32903;NULL;57468
16416;Patriot Games;1992;8546;40000000;NULL
16417;Patterns;1956;1434;NULL;NULL
16418;Patton;1970;26051;NULL;NULL
16419;Patty Hearst;1988;4439;NULL;NULL
16420;Paul;2011;4349;40000000;97591665
16421;Paul Blart: Mall Cop;2009;7452;26000000;227126523
